Disk transfers per second his02,sda,sda1,sda2,sda3,sdf,sdg,sde,sdh,sdj,sdi,sdk,sdm,sdn,sdl,sdp,sdd,sdo,sdb,sdc,sdr,sdq,sdu,sdx,sds,sdv,sdt,sdw,sdy,dm-0,dm-1,sdz,sdaa,sdab,sdac,sdad,sdae,sdaf,sdag,sdah,sdai,sdaj,sdak,sdal,sdam,sdan,sdao,sdap,sdaq,sdar,sdas,sdat,sdau,sdav,sdaw,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,sdax,sday,sdaz,sdba,dm-8,sdbb,sdbc,sdbd,sdbe,sdbf,sdbg,sdbh,sdbi,dm-9,sdbj,sdbk,sdbl,sdbm,sdbn,sdbo,sdbp,sdbq,dm-10,sdbr,sdbs,sdbt,sdbu
2025-01-20 08:57:33,15.5,0.0,0.0,15.5,0.4,61.5,0.4,55.1,0.4,62.4,0.4,61.5,55.1,0.4,0.4,55.1,62.4,0.4,61.5,61.5,0.4,0.4,0.4,55.1,0.4,62.4,62.4,0.4,21.4,0.0,62.4,0.4,0.4,0.4,61.4,55.1,62.4,0.4,0.4,61.5,55.1,0.4,0.4,61.5,55.1,0.4,61.5,55.1,62.4,0.4,0.4,62.4,0.4,0.4,3.0,491.7,440.7,3.1,3.1,498.9,56.9,56.9,56.9,56.9,455.0,56.9,56.9,56.9,56.9,56.5,56.5,56.5,56.5,451.7,56.5,56.5,56.4,56.5,66.5,66.5,66.5,66.5,532.1,66.5,66.5,66.5,66.5
2025-01-20 08:58:03,13.3,0.0,0.0,13.3,0.4,59.0,0.4,59.2,0.4,60.0,0.4,59.0,59.2,0.4,0.4,59.1,60.0,0.4,59.0,59.0,0.4,0.4,0.4,59.2,0.4,59.9,59.9,0.4,21.2,0.0,60.0,0.4,0.4,0.4,59.1,59.1,59.9,0.4,0.4,59.1,59.2,0.4,0.4,59.0,59.2,0.4,59.0,59.2,59.9,0.4,0.4,59.9,0.4,0.4,3.0,472.4,473.3,3.1,3.0,479.5,58.0,58.0,57.9,57.9,463.6,57.9,58.0,58.0,57.9,61.3,61.3,61.3,61.3,490.2,61.3,61.3,61.3,61.3,67.2,67.2,67.2,67.2,537.7,67.2,67.2,67.2,67.2
2025-01-20 08:58:33,7.9,0.0,0.0,7.9,0.4,57.9,0.4,55.7,0.4,60.2,0.4,57.9,55.7,0.4,0.4,55.7,60.2,0.4,57.9,57.9,0.4,0.4,0.4,55.7,0.4,60.2,60.2,0.4,13.1,0.0,60.2,0.4,0.4,0.4,57.9,55.7,60.2,0.4,0.4,57.9,55.7,0.4,0.4,57.9,55.7,0.4,57.9,55.7,60.2,0.4,0.4,60.2,0.4,0.4,3.0,463.1,445.6,3.1,3.0,481.8,58.9,58.9,58.9,58.9,471.4,58.9,58.9,58.9,58.9,59.5,59.5,59.5,59.5,475.9,59.5,59.5,59.5,59.5,74.3,74.3,74.3,74.3,594.5,74.3,74.3,74.3,74.3
2025-01-20 08:59:03,7.9,0.0,0.0,7.9,0.4,61.8,0.4,60.4,0.4,60.8,0.4,61.8,60.4,0.4,0.4,60.4,60.7,0.4,61.8,61.8,0.4,0.4,0.4,60.3,0.4,60.8,60.7,0.4,14.1,0.0,60.8,0.4,0.4,0.4,61.8,60.4,60.7,0.4,0.4,61.8,60.4,0.4,0.4,61.8,60.4,0.4,61.8,60.3,60.8,0.4,0.4,60.7,0.4,0.4,3.0,494.5,482.9,3.1,3.0,486.1,58.6,58.7,58.6,58.6,469.2,58.6,58.6,58.7,58.6,60.4,60.4,60.4,60.4,483.1,60.4,60.4,60.4,60.4,66.3,66.2,66.3,66.3,530.1,66.3,66.3,66.3,66.3
2025-01-20 08:59:33,14.8,0.0,0.0,14.8,0.4,61.2,0.4,55.5,0.4,59.9,0.4,61.2,55.5,0.4,0.4,55.5,59.9,0.4,61.2,61.2,0.4,0.4,0.4,55.6,0.4,59.9,59.9,0.4,20.4,0.0,59.9,0.4,0.4,0.4,61.2,55.5,59.9,0.4,0.4,61.2,55.5,0.4,0.4,61.2,55.5,0.4,61.2,55.6,59.9,0.4,0.4,59.9,0.4,0.4,3.0,489.5,444.4,3.1,3.0,479.1,59.4,59.4,59.5,59.4,475.5,59.4,59.4,59.4,59.5,58.4,58.4,58.4,58.4,467.4,58.4,58.4,58.4,58.4,71.0,71.0,71.0,71.0,567.8,71.0,71.0,71.0,71.0
2025-01-20 09:00:03,7.0,0.0,0.0,7.0,0.4,64.5,0.4,63.7,0.4,69.0,0.4,64.5,63.7,0.4,0.4,63.7,69.0,0.4,64.5,64.5,0.4,0.4,0.4,63.7,0.4,69.0,69.0,0.4,15.2,0.0,69.0,0.4,0.4,0.4,64.5,63.7,69.0,0.4,0.4,64.5,63.7,0.4,0.4,64.5,63.7,0.4,64.5,63.7,69.0,0.4,0.4,69.0,0.4,0.4,3.0,515.8,509.5,3.1,3.0,552.2,65.2,65.2,65.2,65.2,521.4,65.2,65.2,65.2,65.2,66.9,66.9,66.8,66.8,534.8,66.9,66.9,66.8,66.9,75.1,75.1,75.1,75.1,601.0,75.1,75.1,75.1,75.1
2025-01-20 09:00:33,13.9,0.0,0.0,13.9,0.5,62.8,0.5,61.3,0.5,68.5,0.5,62.8,61.4,0.5,0.5,61.4,68.5,0.5,62.8,62.8,0.5,0.5,0.5,61.3,0.5,68.5,68.5,0.5,23.5,0.0,68.5,0.5,0.5,0.5,62.8,61.4,68.5,0.5,0.5,62.8,61.3,0.5,0.5,62.8,61.3,0.5,62.8,61.3,68.5,0.5,0.5,68.5,0.5,0.5,4.1,502.4,490.7,4.2,4.1,548.0,67.9,67.9,67.9,67.8,542.8,67.8,67.9,67.9,67.8,64.4,64.4,64.4,64.4,514.9,64.4,64.3,64.4,64.4,72.1,72.1,72.1,72.1,577.0,72.1,72.1,72.1,72.1
2025-01-20 09:01:03,9.5,0.0,0.0,9.5,0.4,64.0,0.4,56.7,0.4,68.1,0.4,64.0,56.7,0.4,0.4,56.7,68.1,0.4,64.0,64.0,0.4,0.4,0.4,56.7,0.4,68.1,68.1,0.4,15.9,0.0,68.1,0.4,0.4,0.4,64.0,56.7,68.1,0.4,0.4,64.0,56.7,0.4,0.4,64.0,56.7,0.4,64.0,56.7,68.1,0.4,0.4,68.1,0.4,0.4,3.0,511.8,453.6,3.1,3.0,544.9,61.7,61.7,61.7,61.8,494.0,61.8,61.7,61.7,61.8,62.6,62.6,62.6,62.6,501.1,62.6,62.7,62.6,62.6,68.9,68.8,68.9,68.9,550.8,68.8,68.8,68.9,68.9
2025-01-20 09:01:33,13.4,0.0,0.0,13.4,0.4,60.6,0.4,56.3,0.4,61.4,0.4,60.6,56.3,0.4,0.4,56.3,61.4,0.4,60.6,60.7,0.4,0.4,0.4,56.3,0.4,61.4,61.4,0.4,19.1,0.0,61.4,0.4,0.4,0.4,60.7,56.3,61.4,0.4,0.4,60.6,56.3,0.4,0.4,60.6,56.3,0.4,60.7,56.3,61.4,0.4,0.4,61.4,0.4,0.4,3.0,485.2,450.2,3.1,3.0,491.0,57.8,57.8,57.8,57.8,462.2,57.8,57.8,57.8,57.8,58.8,58.8,58.8,58.8,470.3,58.8,58.8,58.8,58.8,73.2,73.2,73.2,73.2,585.7,73.2,73.2,73.2,73.2
2025-01-20 09:02:03,10.3,0.0,0.0,10.3,0.4,62.8,0.4,58.2,0.4,60.6,0.4,62.8,58.2,0.4,0.4,58.2,60.6,0.4,62.8,62.8,0.4,0.4,0.4,58.2,0.4,60.6,60.6,0.4,20.5,0.0,60.6,0.4,0.4,0.4,62.8,58.1,60.6,0.4,0.4,62.8,58.2,0.4,0.4,62.8,58.2,0.4,62.8,58.2,60.6,0.4,0.4,60.6,0.4,0.4,3.0,502.4,465.3,3.1,3.0,485.1,59.2,59.2,59.2,59.2,473.8,59.2,59.2,59.2,59.2,62.3,62.3,62.3,62.3,498.1,62.3,62.3,62.3,62.2,68.0,68.0,68.0,68.0,544.0,68.0,68.0,68.0,68.0
2025-01-20 09:02:33,14.2,0.0,0.0,14.2,0.4,61.2,0.4,59.8,0.4,60.9,0.4,61.1,59.8,0.4,0.4,59.8,60.9,0.4,61.1,61.1,0.4,0.4,0.4,59.8,0.4,60.9,60.9,0.4,20.5,0.0,60.9,0.4,0.4,0.4,61.1,59.8,60.9,0.4,0.4,61.1,59.8,0.4,0.4,61.1,59.8,0.4,61.1,59.8,60.9,0.4,0.4,60.9,0.4,0.4,3.0,488.9,478.6,3.1,3.0,487.4,62.6,62.5,62.5,62.6,500.4,62.6,62.6,62.5,62.5,61.0,61.0,61.0,61.0,487.9,61.0,61.0,61.0,61.0,68.8,68.8,68.8,68.8,550.1,68.8,68.8,68.8,68.8
2025-01-20 09:03:03,7.3,0.0,0.0,7.3,0.4,57.0,0.4,54.1,0.4,60.3,0.4,57.1,54.1,0.4,0.4,54.1,60.3,0.4,57.1,57.1,0.4,0.4,0.4,54.1,0.4,60.3,60.3,0.4,13.3,0.0,60.3,0.4,0.4,0.4,57.1,54.1,60.3,0.4,0.4,57.1,54.1,0.4,0.4,57.1,54.1,0.4,57.1,54.1,60.3,0.4,0.4,60.3,0.4,0.4,3.0,456.6,432.9,3.1,3.0,482.3,60.8,60.8,60.8,60.8,486.3,60.8,60.8,60.8,60.8,60.3,60.3,60.3,60.3,482.7,60.3,60.3,60.3,60.3,67.6,67.6,67.6,67.6,540.7,67.6,67.6,67.6,67.6
2025-01-20 09:03:33,14.1,0.0,0.0,14.1,0.4,60.8,0.4,57.4,0.4,63.7,0.4,60.8,57.4,0.4,0.4,57.4,63.7,0.4,60.8,60.8,0.4,0.4,0.4,57.4,0.4,63.7,63.7,0.4,19.0,0.0,63.7,0.4,0.4,0.4,60.8,57.4,63.7,0.4,0.4,60.7,57.4,0.4,0.4,60.7,57.4,0.4,60.8,57.4,63.7,0.4,0.4,63.7,0.4,0.4,3.0,486.1,458.9,3.1,3.0,509.6,59.7,59.7,59.7,59.7,477.8,59.7,59.7,59.7,59.7,60.4,60.4,60.4,60.4,483.3,60.4,60.4,60.4,60.4,72.0,72.0,72.0,72.0,576.0,72.0,72.0,72.0,72.0
2025-01-20 09:04:03,7.2,0.0,0.0,7.2,0.4,60.1,0.4,57.8,0.4,63.6,0.4,60.1,57.9,0.4,0.4,57.8,63.5,0.4,60.1,60.1,0.4,0.4,0.4,57.9,0.4,63.6,63.6,0.4,13.4,0.0,63.5,0.4,0.4,0.4,60.1,57.9,63.5,0.4,0.4,60.1,57.9,0.4,0.4,60.1,57.9,0.4,60.1,57.9,63.6,0.4,0.4,63.6,0.4,0.4,3.0,481.0,463.1,3.1,3.0,508.4,61.1,61.1,61.1,61.1,488.5,61.1,61.1,61.1,61.1,59.1,59.1,59.1,59.1,472.9,59.1,59.1,59.1,59.1,66.6,66.6,66.6,66.6,532.8,66.6,66.6,66.6,66.6
2025-01-20 09:04:32,13.6,0.0,0.0,13.6,0.4,60.6,0.4,55.1,0.4,62.5,0.4,60.5,55.1,0.4,0.3,55.1,62.5,0.4,60.5,60.5,0.4,0.4,0.4,55.1,0.3,62.5,62.5,0.4,20.2,0.0,62.5,0.4,0.4,0.4,60.6,55.1,62.5,0.4,0.4,60.6,55.1,0.4,0.4,60.5,55.1,0.4,60.5,55.1,62.5,0.4,0.4,62.5,0.4,0.4,3.0,484.3,440.7,3.1,3.0,499.9,57.7,57.7,57.7,57.7,461.4,57.7,57.7,57.7,57.7,57.6,57.6,57.6,57.6,460.7,57.6,57.6,57.6,57.6,67.9,67.9,67.9,67.9,543.1,67.9,67.9,67.9,67.9
2025-01-20 09:05:02,8.9,0.0,0.0,8.9,0.4,57.9,0.4,57.2,0.4,60.2,0.4,57.9,57.2,0.4,0.4,57.2,60.2,0.4,57.9,57.9,0.4,0.4,0.4,57.2,0.4,60.2,60.2,0.4,16.4,0.0,60.2,0.4,0.4,0.4,57.9,57.2,60.2,0.4,0.4,57.9,57.2,0.4,0.4,57.9,57.2,0.4,57.9,57.2,60.2,0.4,0.4,60.2,0.4,0.4,3.0,463.1,457.4,3.1,3.0,481.8,57.6,57.6,57.6,57.6,460.6,57.6,57.6,57.6,57.6,61.2,61.2,61.2,61.2,489.5,61.2,61.2,61.2,61.2,67.8,67.8,67.8,67.8,542.3,67.8,67.8,67.8,67.8
2025-01-20 09:05:33,9.0,0.0,0.0,9.0,0.5,54.3,0.5,48.6,0.5,53.4,0.5,54.3,48.6,0.5,0.5,48.6,53.4,0.5,54.3,54.3,0.5,0.5,0.5,48.6,0.5,53.4,53.4,0.5,15.5,0.0,53.4,0.5,0.5,0.5,54.3,48.6,53.4,0.5,0.5,54.3,48.6,0.5,0.5,54.3,48.6,0.5,54.3,48.6,53.3,0.5,0.5,53.4,0.5,0.5,4.1,434.2,388.8,4.1,4.1,426.9,50.1,50.1,50.1,50.1,400.6,50.1,50.1,50.1,50.1,52.8,52.8,52.9,52.9,422.8,52.8,52.8,52.9,52.8,61.2,61.1,61.2,61.2,489.3,61.1,61.2,61.2,61.2
2025-01-20 09:06:03,7.1,0.0,0.0,7.1,0.4,60.9,0.4,58.9,0.4,59.6,0.4,60.8,58.9,0.4,0.4,58.9,59.6,0.4,60.8,60.8,0.4,0.4,0.4,58.9,0.4,59.6,59.6,0.4,14.1,0.0,59.6,0.4,0.4,0.4,60.9,58.9,59.6,0.4,0.4,60.9,58.9,0.4,0.4,60.8,58.9,0.4,60.8,58.9,59.6,0.4,0.4,59.6,0.4,0.4,3.0,486.8,471.3,3.1,3.0,476.8,58.1,58.1,58.1,58.1,465.1,58.1,58.1,58.1,58.1,60.6,60.6,60.6,60.6,484.7,60.6,60.6,60.6,60.6,66.6,66.6,66.6,66.6,532.8,66.6,66.6,66.6,66.6
2025-01-20 09:06:33,14.3,0.0,0.0,14.3,0.4,57.8,0.4,60.5,0.4,58.8,0.4,57.9,60.5,0.4,0.4,60.5,58.7,0.4,57.8,57.8,0.4,0.4,0.4,60.5,0.4,58.8,58.8,0.4,20.3,0.0,58.7,0.4,0.4,0.4,57.8,60.5,58.7,0.4,0.4,57.8,60.5,0.4,0.4,57.8,60.5,0.4,57.8,60.5,58.8,0.4,0.4,58.8,0.4,0.4,3.0,462.7,484.3,3.1,3.0,470.0,58.9,58.9,58.9,58.9,471.2,58.9,58.9,58.9,58.9,57.3,57.2,57.2,57.3,458.1,57.3,57.2,57.3,57.3,65.6,65.7,65.7,65.7,525.4,65.7,65.7,65.7,65.7
2025-01-20 09:07:03,13.8,0.0,0.0,13.8,0.4,57.7,0.4,53.3,0.4,59.2,0.4,57.7,53.2,0.4,0.4,53.2,59.2,0.4,57.8,57.8,0.4,0.4,0.4,53.2,0.4,59.2,59.2,0.4,23.5,0.0,59.2,0.4,0.4,0.4,57.8,53.2,59.2,0.4,0.4,57.7,53.3,0.4,0.4,57.8,53.2,0.4,57.8,53.2,59.2,0.4,0.4,59.2,0.4,0.4,3.0,462.1,425.9,3.1,3.0,473.9,59.9,59.9,59.9,59.9,479.2,59.9,59.9,59.9,59.9,58.4,58.4,58.4,58.4,467.2,58.4,58.4,58.4,58.4,65.5,65.5,65.5,65.5,523.8,65.5,65.5,65.5,65.5
2025-01-20 09:07:33,13.6,0.0,0.0,13.6,0.4,53.1,0.4,50.5,0.4,56.2,0.4,53.1,50.6,0.4,0.4,50.6,56.2,0.4,53.1,53.1,0.4,0.4,0.4,50.6,0.4,56.2,56.2,0.4,19.5,0.0,56.2,0.4,0.4,0.4,53.1,50.6,56.2,0.4,0.4,53.1,50.5,0.4,0.4,53.1,50.6,0.4,53.1,50.6,56.2,0.4,0.4,56.2,0.4,0.4,3.0,424.9,404.5,3.1,3.0,449.5,51.7,51.7,51.6,51.6,413.2,51.6,51.7,51.6,51.6,54.0,54.1,54.1,54.0,432.4,54.1,54.1,54.1,54.0,68.6,68.6,68.6,68.6,548.8,68.6,68.6,68.6,68.6
2025-01-20 09:08:03,7.9,0.0,0.0,7.9,0.4,58.0,0.4,56.4,0.4,62.0,0.4,58.0,56.3,0.4,0.4,56.3,62.0,0.4,58.0,58.0,0.4,0.4,0.4,56.3,0.4,62.0,62.0,0.4,14.3,0.0,62.0,0.4,0.4,0.4,58.0,56.3,62.0,0.4,0.4,58.0,56.3,0.4,0.4,58.0,56.3,0.4,58.0,56.3,62.0,0.4,0.4,62.1,0.4,0.4,3.0,464.0,450.7,3.1,3.0,496.4,58.8,58.7,58.8,58.8,470.1,58.8,58.7,58.8,58.8,58.6,58.6,58.6,58.6,468.7,58.6,58.6,58.6,58.6,67.0,67.0,67.0,67.0,536.0,67.0,67.0,67.0,67.0
2025-01-20 09:08:33,13.4,0.0,0.0,13.4,0.4,57.7,0.4,57.5,0.4,60.9,0.4,57.8,57.5,0.4,0.4,57.5,60.9,0.4,57.7,57.8,0.4,0.4,0.4,57.5,0.4,60.9,61.0,0.4,19.4,0.0,60.9,0.4,0.4,0.4,57.7,57.5,60.9,0.4,0.4,57.7,57.5,0.4,0.4,57.8,57.5,0.4,57.8,57.5,60.9,0.4,0.4,60.9,0.4,0.4,3.0,462.2,460.0,3.1,3.0,487.3,61.0,61.0,61.0,61.0,488.0,61.0,61.0,61.0,61.0,57.5,57.4,57.5,57.5,459.7,57.4,57.5,57.5,57.5,67.5,67.5,67.5,67.5,539.8,67.5,67.5,67.5,67.5
2025-01-20 09:09:03,2.7,0.0,0.0,2.7,0.4,60.4,0.4,55.1,0.4,63.3,0.4,60.4,55.1,0.4,0.4,55.1,63.3,0.4,60.4,60.4,0.4,0.4,0.4,55.1,0.4,63.3,63.3,0.4,8.1,0.0,63.3,0.4,0.4,0.4,60.4,55.1,63.3,0.4,0.4,60.4,55.1,0.4,0.4,60.4,55.1,0.4,60.4,55.1,63.3,0.4,0.4,63.3,0.4,0.4,3.0,483.1,440.6,3.1,3.0,506.4,58.4,58.4,58.4,58.4,466.9,58.4,58.4,58.4,58.4,58.3,58.3,58.3,58.3,466.4,58.3,58.3,58.3,58.3,65.9,65.8,65.8,65.8,526.7,65.9,65.8,65.8,65.8
2025-01-20 09:09:33,14.6,0.0,0.0,14.6,0.4,60.0,0.4,58.2,0.4,61.4,0.4,60.0,58.2,0.4,0.4,58.2,61.4,0.4,60.0,60.0,0.4,0.4,0.4,58.2,0.4,61.4,61.4,0.4,20.3,0.0,61.4,0.4,0.4,0.4,60.0,58.2,61.4,0.4,0.4,60.0,58.2,0.4,0.4,59.9,58.2,0.4,59.9,58.2,61.4,0.4,0.4,61.4,0.4,0.4,3.0,479.6,465.5,3.1,3.0,491.1,57.2,57.2,57.2,57.2,457.4,57.2,57.2,57.2,57.2,60.1,60.1,60.1,60.1,481.0,60.1,60.1,60.1,60.1,66.5,66.5,66.5,66.5,532.2,66.5,66.5,66.5,66.5
2025-01-20 09:10:03,8.4,0.0,0.0,8.4,0.4,58.9,0.4,56.2,0.4,59.9,0.4,58.9,56.2,0.4,0.4,56.2,59.9,0.4,58.9,58.9,0.4,0.4,0.4,56.2,0.4,59.9,59.9,0.4,16.7,0.0,59.9,0.4,0.4,0.4,58.9,56.2,59.9,0.4,0.4,58.9,56.2,0.4,0.4,58.9,56.2,0.4,58.9,56.2,59.9,0.4,0.4,59.9,0.4,0.4,3.0,471.3,449.6,3.1,3.0,479.2,57.3,57.3,57.3,57.3,458.7,57.3,57.3,57.3,57.3,58.5,58.5,58.4,58.5,467.6,58.5,58.4,58.4,58.5,72.5,72.5,72.4,72.4,579.5,72.5,72.4,72.4,72.4
2025-01-20 09:10:33,14.9,0.0,0.0,14.9,0.5,55.3,0.5,54.4,0.5,55.0,0.5,55.3,54.4,0.5,0.5,54.4,55.0,0.5,55.3,55.3,0.5,0.5,0.5,54.4,0.5,55.0,55.0,0.5,22.0,0.0,55.0,0.5,0.5,0.5,55.3,54.4,55.0,0.5,0.5,55.3,54.4,0.5,0.5,55.3,54.4,0.5,55.3,54.4,55.0,0.5,0.5,55.0,0.5,0.5,4.1,442.3,435.5,4.2,4.1,439.9,52.7,52.8,52.7,52.7,421.9,52.7,52.7,52.7,52.7,53.8,53.8,53.8,53.8,430.2,53.8,53.8,53.8,53.8,61.4,61.4,61.4,61.4,491.4,61.4,61.4,61.4,61.4
2025-01-20 09:11:03,7.8,0.0,0.0,7.8,0.4,59.2,0.4,57.0,0.4,59.3,0.4,59.2,57.0,0.4,0.4,57.0,59.3,0.4,59.2,59.2,0.4,0.4,0.4,57.1,0.4,59.3,59.3,0.4,14.3,0.0,59.3,0.4,0.4,0.4,59.2,57.0,59.3,0.4,0.4,59.2,57.0,0.4,0.4,59.2,57.0,0.4,59.2,57.1,59.3,0.4,0.4,59.3,0.4,0.4,3.0,473.3,456.3,3.1,3.0,474.3,60.7,60.7,60.7,60.7,485.5,60.7,60.7,60.7,60.7,58.4,58.4,58.4,58.4,467.1,58.4,58.4,58.4,58.4,65.2,65.2,65.2,65.2,521.6,65.2,65.2,65.2,65.2
2025-01-20 09:11:33,15.1,0.0,0.0,15.1,0.4,59.9,0.4,53.9,0.4,61.4,0.4,59.9,53.9,0.4,0.4,53.9,61.4,0.4,59.9,59.9,0.4,0.4,0.4,53.9,0.4,61.4,61.4,0.4,20.7,0.0,61.4,0.4,0.4,0.4,59.9,53.9,61.4,0.4,0.4,59.9,53.9,0.4,0.4,59.9,53.9,0.4,59.9,53.9,61.4,0.4,0.4,61.4,0.4,0.4,3.0,478.9,431.2,3.1,3.0,491.1,58.4,58.4,58.4,58.3,466.9,58.3,58.4,58.4,58.4,57.9,57.9,57.9,57.9,463.4,57.9,57.9,57.9,57.9,66.9,66.9,67.0,67.0,535.6,66.9,67.0,67.0,67.0
2025-01-20 09:12:03,13.7,0.0,0.0,13.7,0.4,61.0,0.4,55.9,0.4,62.9,0.4,61.0,55.9,0.4,0.4,56.0,62.9,0.4,61.0,61.0,0.4,0.4,0.4,55.9,0.4,62.9,62.9,0.4,23.8,0.0,62.9,0.4,0.4,0.4,61.0,56.0,62.9,0.4,0.4,61.0,55.9,0.4,0.4,61.0,55.9,0.4,61.0,56.0,62.9,0.4,0.4,62.9,0.4,0.4,3.0,487.8,447.6,3.1,3.0,503.1,58.8,58.8,58.8,58.8,470.1,58.8,58.8,58.8,58.8,56.6,56.6,56.6,56.6,452.8,56.6,56.6,56.6,56.6,66.5,66.5,66.5,66.4,531.6,66.5,66.5,66.4,66.4
2025-01-20 09:12:33,13.6,0.0,0.0,13.6,0.4,60.1,0.4,60.4,0.4,63.0,0.4,60.1,60.4,0.4,0.4,60.4,62.9,0.4,60.1,60.1,0.4,0.4,0.4,60.4,0.4,63.0,63.0,0.4,20.3,0.0,63.0,0.4,0.4,0.4,60.1,60.4,62.9,0.4,0.4,60.1,60.4,0.4,0.4,60.1,60.4,0.4,60.1,60.4,63.0,0.4,0.4,63.0,0.4,0.4,3.0,481.1,483.0,3.1,3.0,503.7,59.1,59.1,59.1,59.1,473.0,59.1,59.1,59.1,59.1,62.2,62.3,62.3,62.3,498.0,62.2,62.3,62.3,62.2,70.9,70.9,70.9,70.9,567.3,70.9,70.9,70.9,70.9
2025-01-20 09:13:03,7.3,0.0,0.0,7.3,0.4,60.2,0.4,56.0,0.4,60.7,0.4,60.2,56.1,0.4,0.4,56.0,60.8,0.4,60.2,60.2,0.4,0.4,0.4,56.0,0.4,60.7,60.7,0.4,13.0,0.0,60.7,0.4,0.4,0.4,60.2,56.0,60.8,0.4,0.4,60.2,56.1,0.4,0.4,60.2,56.1,0.4,60.2,56.0,60.7,0.4,0.4,60.7,0.4,0.4,3.0,481.5,448.4,3.1,3.0,486.0,58.8,58.8,58.8,58.8,470.3,58.8,58.8,58.8,58.8,61.0,61.0,60.9,60.9,487.6,61.0,61.0,60.9,61.0,69.7,69.7,69.7,69.7,557.7,69.7,69.7,69.7,69.7
2025-01-20 09:13:33,9.5,0.0,0.0,9.5,0.4,61.0,0.4,56.8,0.4,61.9,0.4,61.0,56.8,0.4,0.4,56.8,61.9,0.4,61.0,61.0,0.4,0.4,0.4,56.8,0.4,61.9,61.9,0.4,14.6,0.0,61.9,0.4,0.4,0.4,61.0,56.8,61.9,0.4,0.4,61.0,56.8,0.4,0.4,61.0,56.8,0.4,61.0,56.8,61.9,0.4,0.4,61.9,0.4,0.4,3.0,487.9,454.7,3.1,3.0,495.3,61.3,61.3,61.3,61.3,490.4,61.3,61.3,61.3,61.3,60.9,60.9,60.9,60.9,487.5,60.9,60.9,60.9,60.9,66.5,66.5,66.5,66.6,532.4,66.5,66.5,66.6,66.6
2025-01-20 09:14:03,7.2,0.0,0.0,7.2,0.4,60.4,0.4,57.2,0.4,62.8,0.4,60.4,57.3,0.4,0.4,57.3,62.8,0.4,60.4,60.4,0.4,0.4,0.4,57.3,0.4,62.8,62.8,0.4,13.7,0.0,62.8,0.4,0.4,0.4,60.4,57.2,62.8,0.4,0.4,60.4,57.2,0.4,0.4,60.4,57.2,0.4,60.4,57.3,62.8,0.4,0.4,62.8,0.4,0.4,3.0,483.0,458.0,3.1,3.0,502.2,60.5,60.5,60.5,60.5,483.9,60.5,60.5,60.5,60.5,60.3,60.3,60.3,60.3,482.3,60.3,60.3,60.3,60.3,75.3,75.3,75.3,75.3,602.0,75.3,75.3,75.3,75.2
2025-01-20 09:14:33,14.5,0.0,0.0,14.5,0.4,57.5,0.4,56.3,0.4,64.3,0.4,57.5,56.2,0.4,0.4,56.2,64.3,0.4,57.5,57.5,0.4,0.4,0.4,56.2,0.4,64.3,64.3,0.4,22.0,0.0,64.3,0.4,0.4,0.4,57.5,56.3,64.3,0.4,0.4,57.5,56.2,0.4,0.4,57.5,56.2,0.4,57.5,56.2,64.3,0.4,0.4,64.3,0.4,0.4,3.0,459.9,450.0,3.1,3.0,514.5,57.9,57.9,57.9,57.9,463.4,57.9,57.9,57.9,57.9,61.7,61.7,61.7,61.7,493.3,61.6,61.7,61.7,61.7,66.5,66.5,66.5,66.5,532.2,66.5,66.5,66.5,66.5
2025-01-20 09:15:03,6.8,0.0,0.0,6.8,0.4,63.0,0.4,63.5,0.4,69.4,0.4,63.0,63.5,0.4,0.4,63.5,69.4,0.4,63.0,63.0,0.4,0.4,0.4,63.5,0.4,69.4,69.4,0.4,13.4,0.0,69.4,0.4,0.4,0.4,63.0,63.5,69.4,0.4,0.4,63.0,63.5,0.4,0.4,63.0,63.5,0.4,63.0,63.5,69.4,0.4,0.4,69.4,0.4,0.4,3.0,504.2,507.8,3.1,3.0,555.3,67.6,67.5,67.5,67.5,540.3,67.5,67.6,67.5,67.5,63.3,63.4,63.4,63.3,506.8,63.4,63.4,63.3,63.3,72.4,72.4,72.4,72.4,579.3,72.4,72.4,72.4,72.4
2025-01-20 09:15:33,12.9,0.0,0.0,12.9,0.5,67.6,0.5,61.3,0.5,69.7,0.5,67.6,61.3,0.5,0.5,61.3,69.7,0.5,67.6,67.6,0.5,0.5,0.5,61.3,0.5,69.7,69.7,0.5,19.5,0.0,69.7,0.5,0.5,0.5,67.6,61.3,69.7,0.5,0.5,67.6,61.3,0.5,0.5,67.6,61.3,0.5,67.6,61.3,69.7,0.5,0.5,69.7,0.5,0.5,4.1,540.4,490.5,4.2,4.1,557.6,64.6,64.6,64.6,64.6,516.9,64.6,64.6,64.6,64.6,64.8,64.8,64.8,64.8,518.3,64.8,64.8,64.8,64.8,72.0,72.0,72.0,72.0,575.9,72.0,72.0,72.0,72.0
