Disk Write KB/s his02,sda,sda1,sda2,sda3,sdf,sdg,sde,sdh,sdj,sdi,sdk,sdm,sdn,sdl,sdp,sdd,sdo,sdb,sdc,sdr,sdq,sdu,sdx,sds,sdv,sdt,sdw,sdy,dm-0,dm-1,sdz,sdaa,sdab,sdac,sdad,sdae,sdaf,sdag,sdah,sdai,sdaj,sdak,sdal,sdam,sdan,sdao,sdap,sdaq,sdar,sdas,sdat,sdau,sdav,sdaw,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,sdax,sday,sdaz,sdba,dm-8,sdbb,sdbc,sdbd,sdbe,sdbf,sdbg,sdbh,sdbi,dm-9,sdbj,sdbk,sdbl,sdbm,sdbn,sdbo,sdbp,sdbq,dm-10,sdbr,sdbs,sdbt,sdbu
2025-01-20 10:46:03,235.8,0.0,0.0,235.8,0.1,29.6,0.0,32.8,0.1,4.3,0.1,36.6,28.2,0.1,0.0,28.6,8.3,0.1,27.5,33.6,0.1,0.1,0.1,34.9,0.1,6.9,6.7,0.0,235.8,0.0,6.7,0.1,0.1,0.1,30.9,33.6,4.8,0.1,0.1,26.1,31.5,0.1,0.0,34.8,38.5,0.1,39.7,27.2,5.9,0.1,0.1,5.6,0.1,0.1,0.5,259.4,256.5,0.5,0.5,49.0,4.7,8.0,7.9,6.4,54.5,6.1,6.9,6.9,7.6,4.3,8.3,6.7,4.8,53.8,6.7,9.6,7.7,5.9,8.8,4.8,4.1,14.3,55.8,4.9,7.8,6.4,4.8
2025-01-20 10:46:33,217.4,0.0,0.0,217.4,0.1,794.3,0.1,686.7,0.0,706.8,0.1,722.9,607.9,0.1,0.1,867.9,897.4,0.1,738.2,671.3,0.1,0.1,0.0,790.6,0.1,771.5,732.6,0.1,217.4,0.0,702.3,0.1,0.1,0.1,711.8,751.3,815.2,0.1,0.1,673.6,718.7,0.0,0.1,751.4,653.1,0.1,695.9,822.3,843.4,0.1,0.1,665.1,0.1,0.1,0.5,5758.5,5897.3,0.5,0.5,6134.3,787.1,683.6,829.5,848.9,6231.7,734.8,792.5,726.7,828.8,801.8,722.1,808.5,799.0,6281.6,645.7,860.2,794.6,849.8,768.3,813.3,827.4,688.6,6098.2,794.3,747.9,699.1,759.3
2025-01-20 10:47:03,214.0,0.0,0.0,214.0,0.1,24.8,0.1,39.2,0.1,17.8,0.1,24.0,22.1,0.1,0.0,25.0,35.9,0.1,35.5,17.1,0.0,0.1,0.1,40.9,0.1,19.3,20.5,0.1,214.0,0.0,17.9,0.0,0.1,0.1,13.9,57.8,32.1,0.1,0.1,29.9,24.8,0.1,0.1,17.7,21.9,0.0,51.7,36.8,18.8,0.0,0.1,15.5,0.1,0.1,0.5,214.7,268.6,0.5,0.5,177.8,17.1,27.4,17.0,18.1,161.7,18.5,24.1,17.0,22.6,12.0,8.5,9.3,6.9,79.4,10.7,12.3,9.9,9.9,5.1,10.1,5.3,4.3,52.8,4.0,6.9,5.1,12.0
2025-01-20 10:47:33,180.6,0.0,0.0,180.6,0.1,174.6,0.1,144.5,0.1,244.5,0.0,218.4,261.1,0.1,0.1,172.2,202.8,0.1,184.6,181.5,0.1,0.1,0.1,214.9,0.1,169.8,124.9,0.1,180.6,0.0,196.1,0.1,0.1,0.1,234.2,146.6,145.7,0.1,0.1,229.7,161.5,0.1,0.1,156.0,300.2,0.1,149.7,163.3,206.5,0.1,0.1,182.2,0.1,0.1,0.5,1528.7,1564.3,0.5,0.5,1472.6,160.2,258.4,153.5,249.6,1590.8,224.6,178.1,191.2,175.2,176.9,142.2,183.3,167.7,1517.1,181.6,246.8,236.5,182.1,200.2,183.6,200.2,200.2,1552.3,186.1,226.4,181.6,173.9
2025-01-20 10:48:03,68.9,0.0,0.0,68.9,0.0,46.2,0.1,87.4,0.1,71.1,0.1,38.2,28.2,0.1,0.1,44.9,34.0,0.1,35.9,54.1,0.1,0.1,0.1,42.9,0.1,50.5,27.7,0.1,68.9,0.0,48.5,0.1,0.1,0.1,27.7,75.1,34.9,0.1,0.1,50.9,48.1,0.1,0.1,41.5,32.5,0.1,35.6,46.8,50.9,0.1,0.0,33.9,0.1,0.1,0.5,330.2,405.8,0.5,0.5,351.6,65.7,53.0,45.7,25.0,377.7,65.6,39.9,44.3,38.5,35.3,37.3,38.2,67.0,401.7,40.2,35.9,79.2,68.5,20.9,59.3,55.7,29.2,337.2,25.0,64.6,40.2,42.3
2025-01-20 10:48:33,198.8,0.0,0.0,198.8,0.1,22.3,0.0,15.9,0.0,28.9,0.1,15.9,34.4,0.1,0.1,26.8,23.1,0.1,14.3,36.5,0.1,0.1,0.1,20.5,0.1,14.9,13.4,0.1,198.8,0.0,34.4,0.1,0.1,0.1,42.6,19.8,24.3,0.1,0.0,44.6,22.7,0.1,0.1,17.3,20.9,0.1,52.7,33.8,26.5,0.1,0.1,26.9,0.1,0.0,0.5,246.3,194.7,0.5,0.5,192.4,38.7,63.8,22.0,30.7,257.5,21.7,22.8,34.4,23.3,12.8,20.2,16.5,34.9,157.6,12.5,14.3,29.9,16.5,18.5,11.2,41.9,17.3,150.7,16.1,14.4,19.8,11.4
2025-01-20 10:49:03,201.5,0.0,0.0,201.5,0.1,7.2,0.1,7.2,0.1,7.2,0.1,5.3,9.6,0.1,0.1,8.5,6.9,0.1,8.5,6.1,0.1,0.1,0.1,8.3,0.0,7.5,9.3,0.1,201.5,0.0,4.5,0.1,0.1,0.1,7.2,6.7,8.8,0.1,0.1,5.6,8.3,0.1,0.0,6.4,6.1,0.0,5.9,9.6,6.1,0.1,0.1,9.9,0.1,0.1,0.5,52.2,64.2,0.5,0.5,60.2,4.0,6.9,8.5,9.3,49.8,4.5,6.7,5.6,4.3,40.7,39.2,28.2,24.7,257.0,27.5,31.2,36.6,29.0,30.6,23.1,24.4,32.8,240.5,26.9,27.0,36.2,39.6
2025-01-20 10:49:33,192.8,0.0,0.0,192.8,0.1,22.8,0.1,8.0,0.1,18.8,0.1,16.4,6.7,0.0,0.0,4.8,21.8,0.1,20.2,23.0,0.1,0.0,0.1,3.5,0.1,22.7,23.0,0.1,192.8,0.0,29.2,0.1,0.1,0.1,17.7,4.5,20.0,0.1,0.1,18.5,4.0,0.1,0.1,21.2,4.8,0.1,19.0,4.8,24.2,0.1,0.1,16.5,0.0,0.1,0.5,158.8,41.0,0.5,0.5,176.1,5.1,8.8,8.5,3.7,45.8,4.3,4.0,5.9,5.6,12.9,11.3,10.0,15.7,97.4,11.5,11.3,9.5,15.2,3.3,4.2,14.9,12.4,80.1,15.3,16.4,10.6,3.1
2025-01-20 10:50:03,176.2,0.0,0.0,176.2,0.1,5.7,0.1,35.0,0.1,8.3,0.1,3.6,48.0,0.1,0.1,23.1,12.1,0.0,8.8,3.1,0.1,0.1,0.0,23.7,0.0,8.3,8.1,0.1,176.2,0.0,9.6,0.1,0.0,0.1,7.4,27.7,10.1,0.1,0.0,3.9,37.3,0.1,0.1,4.9,34.7,0.1,4.1,30.1,10.0,0.1,0.1,7.7,0.1,0.1,0.5,41.4,259.4,0.5,0.5,74.2,30.4,36.9,31.0,34.2,268.8,24.8,34.6,43.0,34.0,2.9,3.7,3.7,4.3,37.3,5.3,5.1,7.2,5.1,9.1,4.0,2.1,11.2,42.6,3.2,7.2,2.1,3.7
2025-01-20 10:50:33,223.8,0.0,0.0,223.8,0.0,8.6,0.1,11.5,0.0,16.9,0.0,6.4,15.9,0.1,0.1,10.1,25.2,0.1,6.0,5.5,0.1,0.1,0.1,13.2,0.1,21.3,33.0,0.1,223.8,0.0,17.7,0.1,0.1,0.1,5.1,10.1,21.2,0.0,0.1,6.3,14.8,0.1,0.1,6.6,13.3,0.0,6.0,12.7,17.0,0.1,0.0,31.0,0.1,0.1,0.5,50.4,101.4,0.5,0.5,183.1,16.1,8.7,16.9,19.3,120.9,10.2,17.5,9.9,22.3,7.3,9.5,7.6,6.5,59.5,7.6,6.2,5.9,9.0,19.0,26.2,29.0,22.0,201.8,22.2,25.3,32.7,25.5
2025-01-20 10:51:03,260.9,0.0,0.0,260.9,0.1,45.8,0.1,18.0,0.1,23.2,0.1,27.1,20.0,0.1,0.1,18.1,26.5,0.1,35.2,19.8,0.1,0.1,0.1,24.0,0.1,33.7,25.7,0.1,260.9,0.0,28.3,0.1,0.0,0.1,49.9,15.1,25.4,0.1,0.1,18.7,17.2,0.1,0.1,28.8,11.0,0.1,35.4,19.7,24.4,0.1,0.1,23.8,0.1,0.0,0.5,260.6,143.2,0.5,0.5,210.8,29.5,25.1,28.6,22.2,194.8,21.4,25.4,19.9,22.9,44.5,31.2,48.2,33.8,311.0,45.5,37.0,36.0,35.0,39.3,32.5,35.8,31.7,274.5,34.7,31.6,39.7,29.3
2025-01-20 10:51:33,90.8,0.0,0.0,90.8,0.1,303.7,0.1,306.7,0.1,309.2,0.1,264.6,248.9,0.1,0.0,256.7,301.6,0.1,328.7,264.5,0.0,0.1,0.1,270.0,0.1,282.0,352.8,0.0,90.8,0.0,303.5,0.0,0.1,0.1,318.5,301.5,342.0,0.1,0.1,313.9,255.4,0.0,0.1,276.7,313.9,0.1,336.5,334.1,341.8,0.1,0.1,339.4,0.1,0.1,0.5,2407.1,2287.4,0.5,0.5,2572.3,264.2,329.4,277.5,270.8,2201.9,306.4,274.8,256.5,222.2,342.4,322.0,241.7,221.7,2407.2,293.3,315.0,319.1,351.9,268.3,253.4,241.8,282.9,2271.2,304.4,359.3,337.3,223.7
2025-01-20 10:52:03,202.0,0.0,0.0,202.0,0.1,19.2,0.1,7.5,0.0,24.6,0.1,25.9,9.7,0.1,0.1,6.8,24.8,0.1,33.1,29.1,0.1,0.1,0.1,7.2,0.1,20.6,26.0,0.1,202.0,0.0,26.7,0.1,0.1,0.1,23.0,9.8,25.5,0.1,0.1,24.6,8.8,0.1,0.1,24.1,13.9,0.1,19.1,10.5,26.8,0.0,0.1,27.6,0.1,0.1,0.5,198.0,74.1,0.5,0.5,202.6,8.3,7.8,5.5,6.1,58.9,8.7,7.2,10.0,5.3,15.6,12.2,15.1,18.8,125.7,8.5,16.5,19.4,19.7,7.8,14.6,10.1,6.1,71.4,10.7,10.1,5.3,6.6
2025-01-20 10:52:33,213.2,0.0,0.0,213.2,0.1,99.6,0.1,128.9,0.1,122.4,0.1,122.9,124.4,0.0,0.1,97.4,146.2,0.1,133.0,105.4,0.1,0.0,0.1,150.2,0.1,141.6,148.1,0.1,213.2,0.0,180.4,0.1,0.1,0.1,111.1,115.7,188.9,0.1,0.1,74.2,123.4,0.1,0.1,107.5,110.3,0.1,111.4,137.5,130.9,0.1,0.1,100.3,0.0,0.1,0.5,865.2,987.7,0.5,0.5,1158.9,196.4,141.4,152.0,205.2,1383.1,152.6,161.1,191.2,183.2,158.9,172.0,170.1,174.8,1305.0,121.8,178.6,167.8,160.9,115.7,114.9,138.1,121.2,926.0,143.8,128.9,104.8,58.5
2025-01-20 10:53:03,216.7,0.0,0.0,216.7,0.1,59.7,0.1,81.8,0.1,65.9,0.1,81.0,98.6,0.1,0.0,66.4,54.5,0.1,72.8,70.8,0.1,0.1,0.0,59.6,0.1,36.4,55.6,0.1,216.7,0.0,43.6,0.1,0.1,0.0,51.2,83.3,51.4,0.1,0.1,83.1,63.3,0.1,0.1,59.4,50.0,0.0,44.0,81.6,37.5,0.1,0.1,55.2,0.1,0.1,0.5,521.9,584.4,0.5,0.5,400.2,89.8,61.8,58.0,52.6,498.1,55.4,57.0,60.0,63.4,55.2,51.7,43.7,34.1,377.7,47.7,48.2,49.8,47.2,35.3,42.7,59.0,37.9,369.4,55.8,50.4,43.1,45.0
2025-01-20 10:53:33,167.3,0.0,0.0,167.3,0.1,14.7,0.0,17.5,0.1,14.5,0.1,16.4,26.1,0.1,0.1,24.3,26.6,0.0,8.8,28.0,0.0,0.1,0.1,16.8,0.1,13.9,15.1,0.1,167.3,0.0,18.1,0.1,0.1,0.1,17.8,12.0,17.2,0.1,0.0,15.7,19.7,0.1,0.0,26.8,18.6,0.1,31.2,12.6,13.8,0.1,0.1,22.2,0.1,0.1,0.5,159.4,147.5,0.5,0.5,141.4,24.0,10.8,21.0,17.6,154.3,24.6,13.6,29.9,12.9,6.7,5.3,6.1,6.4,48.0,5.6,6.1,6.4,5.3,5.6,5.6,4.5,6.7,44.0,5.9,3.7,7.5,4.5
2025-01-20 10:54:03,150.9,0.0,0.0,150.9,0.0,7.6,0.1,4.0,0.0,4.0,0.1,8.5,7.7,0.1,0.1,3.7,11.7,0.1,7.1,5.0,0.1,0.1,0.1,5.1,0.1,4.0,6.4,0.1,150.9,0.0,5.9,0.1,0.0,0.1,8.6,8.0,12.0,0.1,0.1,8.9,12.0,0.1,0.1,10.8,4.8,0.1,9.9,5.9,3.7,0.1,0.0,4.5,0.1,0.1,0.5,66.4,51.2,0.5,0.5,52.2,6.1,8.6,6.6,4.6,64.0,5.6,14.0,10.9,7.6,26.9,22.7,29.2,23.0,226.5,37.7,23.8,39.5,23.7,41.7,19.7,25.8,26.2,208.1,16.3,29.5,22.2,26.8
2025-01-20 10:54:33,183.1,0.0,0.0,183.1,0.1,16.3,0.1,5.6,0.1,15.8,0.0,8.9,4.8,0.1,0.1,13.1,9.9,0.1,12.7,12.0,0.1,0.1,0.1,4.5,0.1,13.0,17.4,0.1,183.1,0.0,10.4,0.1,0.1,0.1,9.1,10.9,12.8,0.0,0.1,13.3,5.1,0.1,0.1,10.8,13.9,0.1,10.6,4.5,9.2,0.0,0.1,14.8,0.1,0.0,0.5,93.6,62.4,0.5,0.5,103.2,5.9,5.3,2.9,5.9,44.0,5.1,3.7,10.7,4.5,15.9,17.2,27.0,18.4,156.6,20.3,20.8,19.9,17.1,19.7,19.4,21.8,21.4,137.1,15.8,11.7,13.1,14.1
2025-01-20 10:55:03,61.0,0.0,0.0,61.0,0.1,21.8,0.1,19.9,0.1,16.8,0.1,23.9,26.3,0.1,0.0,23.1,15.0,0.1,21.7,21.0,0.1,0.0,0.1,26.9,0.0,20.2,10.7,0.1,61.0,0.0,14.8,0.0,0.1,0.1,14.5,23.9,22.5,0.1,0.1,19.8,24.9,0.1,0.1,12.0,22.8,0.0,11.9,24.7,11.6,0.1,0.1,15.9,0.1,0.1,0.5,146.5,192.4,0.5,0.5,127.6,14.3,21.5,27.7,14.5,147.4,16.1,16.2,19.3,17.8,5.3,5.9,9.6,5.9,61.8,12.0,6.7,6.4,10.1,4.0,4.3,4.3,6.7,37.6,4.8,3.7,4.0,5.9
2025-01-20 10:55:33,230.3,0.0,0.0,230.3,0.1,2.7,0.1,40.1,0.0,4.5,0.1,7.5,18.7,0.1,0.1,18.2,6.4,0.1,6.9,3.2,0.0,0.1,0.1,25.1,0.1,5.3,4.0,0.1,230.3,0.0,8.8,0.1,0.1,0.1,15.5,33.9,5.9,0.1,0.1,14.9,29.9,0.1,0.1,3.7,23.1,0.1,4.5,23.6,5.3,0.1,0.1,3.7,0.1,0.1,0.5,59.2,212.6,0.5,0.5,44.0,23.3,21.0,32.9,23.2,201.4,22.8,23.9,34.7,19.6,6.9,6.1,7.5,3.7,50.9,4.3,10.4,5.1,6.9,3.2,3.7,2.4,4.0,27.2,2.9,4.0,3.7,3.2
2025-01-20 10:56:03,243.6,0.0,0.0,243.6,0.1,19.3,0.1,8.2,0.1,23.6,0.1,15.7,8.7,0.0,0.1,8.3,25.4,0.1,15.4,8.9,0.1,0.1,0.1,8.8,0.1,28.3,28.1,0.1,243.6,0.0,27.1,0.1,0.1,0.1,16.2,9.1,21.6,0.1,0.1,23.2,8.9,0.1,0.1,17.2,8.1,0.1,13.1,6.3,25.3,0.1,0.1,29.7,0.1,0.1,0.5,128.5,66.2,0.5,0.5,209.0,5.6,5.6,4.4,4.7,40.1,2.9,8.0,5.2,3.7,8.8,14.1,12.4,16.6,98.4,9.1,10.2,13.4,13.9,34.2,20.4,24.2,18.8,182.6,20.2,22.3,18.7,23.7
2025-01-20 10:56:33,181.1,0.0,0.0,181.1,0.0,678.0,0.1,657.1,0.1,761.5,0.1,704.3,662.6,0.1,0.0,715.8,762.4,0.1,835.9,781.5,0.1,0.1,0.0,754.2,0.1,676.4,832.9,0.0,181.1,0.0,617.2,0.1,0.1,0.1,780.9,719.5,710.7,0.1,0.1,650.2,687.0,0.1,0.1,846.1,716.2,0.0,804.7,750.7,792.4,0.1,0.0,763.6,0.1,0.1,0.5,6081.5,5663.1,0.5,0.5,5917.0,672.9,711.0,739.1,854.0,6098.7,842.8,777.2,610.5,891.3,827.4,747.5,744.3,663.0,6085.3,851.9,870.2,687.5,693.5,816.8,825.1,693.0,720.1,5945.3,773.4,736.3,650.0,730.7
2025-01-20 10:57:03,223.6,0.0,0.0,223.6,0.1,6.7,0.0,6.1,0.1,9.9,0.1,7.5,3.7,0.1,0.1,3.5,8.2,0.1,5.1,3.5,0.1,0.1,0.1,3.5,0.1,6.0,6.0,0.1,223.6,0.0,7.2,0.1,0.1,0.1,2.9,4.0,5.9,0.0,0.0,3.7,3.2,0.0,0.1,5.1,3.5,0.1,3.5,3.2,11.3,0.1,0.1,11.7,0.1,0.1,0.5,37.8,30.7,0.5,0.5,66.0,11.8,11.2,7.1,6.4,61.8,8.8,8.1,3.3,5.3,11.9,16.9,7.4,11.1,98.8,13.5,13.1,14.6,10.4,28.8,42.2,45.0,34.8,302.5,28.3,49.1,45.9,28.4
2025-01-20 10:57:33,192.2,0.0,0.0,192.2,0.1,103.3,0.1,176.5,0.1,133.4,0.0,124.2,114.0,0.1,0.1,124.7,154.1,0.1,187.2,155.0,0.1,0.1,0.1,120.1,0.0,157.6,119.3,0.1,192.2,0.0,140.8,0.1,0.1,0.0,110.3,159.0,149.4,0.1,0.1,130.1,84.9,0.1,0.1,177.4,83.8,0.1,160.3,124.6,185.2,0.0,0.1,135.7,0.1,0.1,0.5,1148.0,987.4,0.5,0.5,1175.5,130.8,101.7,195.9,147.3,1170.6,113.1,165.7,153.8,162.3,134.6,188.8,93.7,107.6,1021.6,112.3,155.1,94.3,135.0,131.9,79.0,56.1,87.3,732.4,85.4,104.8,94.8,93.1
2025-01-20 10:58:03,146.1,0.0,0.0,146.1,0.1,7.9,0.1,6.9,0.1,10.1,0.1,11.3,4.6,0.1,0.1,6.5,7.5,0.0,13.5,13.8,0.1,0.0,0.1,9.2,0.1,10.4,5.9,0.1,146.1,0.0,8.5,0.1,0.1,0.1,23.2,4.9,6.7,0.1,0.1,13.3,4.9,0.1,0.0,10.7,7.3,0.1,14.1,5.9,5.3,0.1,0.1,10.4,0.0,0.1,0.5,107.7,50.2,0.5,0.5,64.8,4.5,5.3,5.9,6.7,49.0,8.5,5.6,6.1,6.4,19.1,19.9,22.5,19.2,161.7,16.4,19.0,27.5,18.1,51.6,38.7,22.4,38.6,298.5,44.5,37.9,28.0,36.8
2025-01-20 10:58:33,144.2,0.0,0.0,144.2,0.1,15.3,0.1,29.5,0.1,6.9,0.1,11.5,31.3,0.1,0.0,54.1,14.7,0.1,48.2,25.9,0.0,0.1,0.1,57.7,0.1,9.3,21.1,0.1,144.2,0.0,13.6,0.0,0.0,0.1,42.2,46.1,8.8,0.1,0.1,23.2,34.9,0.1,0.1,34.5,24.4,0.0,49.7,68.2,18.4,0.1,0.1,8.3,0.1,0.1,0.5,250.5,346.2,0.5,0.5,101.0,17.6,24.2,44.5,36.0,251.6,18.1,41.4,27.0,42.8,29.9,19.6,20.7,22.3,151.0,18.3,10.2,16.8,13.4,5.9,6.9,9.1,6.7,52.0,5.3,5.3,7.2,5.6
2025-01-20 10:59:03,151.5,0.0,0.0,151.5,0.1,4.0,0.1,4.5,0.1,10.4,0.1,5.3,5.1,0.0,0.1,6.9,9.6,0.1,8.8,5.6,0.1,0.1,0.1,5.3,0.1,12.8,17.1,0.1,151.5,0.0,7.7,0.1,0.1,0.1,4.8,5.6,4.8,0.0,0.1,4.8,5.9,0.1,0.1,4.3,4.3,0.1,9.3,5.9,8.3,0.1,0.1,25.9,0.1,0.0,0.5,46.9,43.4,0.5,0.5,96.5,18.4,20.9,17.0,20.8,145.8,14.0,26.6,13.9,14.3,13.8,13.3,14.7,23.4,152.2,18.9,31.1,20.3,16.8,9.4,7.9,12.9,12.6,77.9,9.7,9.0,8.7,7.8
2025-01-20 10:59:33,190.8,0.0,0.0,190.8,0.1,4.0,0.1,3.5,0.1,14.3,0.1,4.3,6.1,0.1,0.1,4.3,13.4,0.1,5.1,5.3,0.1,0.1,0.1,5.6,0.1,10.7,10.4,0.1,190.8,0.0,18.6,0.1,0.1,0.1,3.2,3.5,21.8,0.1,0.1,4.8,4.3,0.1,0.1,3.5,4.8,0.1,9.6,6.4,11.5,0.1,0.1,17.1,0.1,0.1,0.5,39.7,38.4,0.5,0.5,117.8,4.3,9.3,5.1,2.9,41.6,4.0,5.3,7.5,3.2,13.9,17.9,24.2,20.4,150.9,16.5,19.3,23.5,15.2,38.2,25.5,33.3,27.5,255.3,23.8,27.5,33.0,46.6
2025-01-20 11:00:03,163.0,0.0,0.0,163.0,0.1,7.5,0.1,4.8,0.0,30.3,0.1,3.7,7.2,0.1,0.1,5.6,46.0,0.0,2.4,6.5,0.1,0.1,0.1,2.1,0.1,24.5,30.2,0.0,163.0,0.0,28.9,0.1,0.1,0.1,2.9,6.1,25.7,0.1,0.1,4.3,5.3,0.1,0.1,3.5,4.0,0.0,5.6,3.7,28.9,0.1,0.1,28.6,0.1,0.1,0.5,36.4,38.9,0.5,0.5,243.0,12.0,15.1,37.2,9.9,129.3,12.4,10.8,12.9,19.0,14.8,24.4,19.0,24.3,168.7,23.1,22.6,20.2,20.3,6.4,5.1,6.4,5.9,48.8,7.2,4.5,5.3,8.0
2025-01-20 11:00:33,205.1,0.0,0.0,205.1,0.1,2.8,0.0,29.4,0.1,14.7,0.1,2.1,17.0,0.1,0.0,16.4,10.8,0.1,3.5,1.9,0.1,0.1,0.1,22.1,0.1,17.1,10.7,0.1,205.1,0.0,17.0,0.1,0.1,0.1,2.4,15.4,23.8,0.0,0.0,2.0,12.9,0.0,0.1,5.1,14.9,0.1,2.1,23.8,21.0,0.1,0.0,9.4,0.1,0.1,0.5,21.9,151.9,0.5,0.5,124.5,23.6,28.3,19.0,17.8,179.1,28.3,21.3,20.2,20.6,8.8,6.1,10.4,7.5,71.2,9.3,6.7,8.0,14.4,6.7,2.7,2.1,1.6,25.3,2.9,2.9,3.5,2.9
2025-01-20 11:01:03,256.9,0.0,0.0,256.9,0.1,41.3,0.1,12.8,0.1,34.4,0.0,42.7,8.7,0.1,0.1,6.5,33.8,0.1,48.8,22.1,0.1,0.1,0.1,12.1,0.1,48.8,63.4,0.1,256.9,0.0,29.4,0.1,0.1,0.0,58.9,8.1,44.0,0.1,0.1,39.1,9.2,0.1,0.1,33.2,8.8,0.1,25.6,6.6,49.3,0.0,0.1,44.7,0.1,0.1,0.5,311.6,72.5,0.5,0.5,347.9,8.7,7.4,7.3,8.3,68.8,7.0,7.9,15.2,7.0,6.9,5.1,9.1,6.7,64.0,10.1,12.5,7.2,6.4,2.9,11.2,3.7,4.5,34.6,2.7,4.0,2.7,2.9
2025-01-20 11:01:33,173.9,0.0,0.0,173.9,0.0,255.7,0.1,387.0,0.1,261.4,0.1,293.7,330.3,0.1,0.1,347.2,172.4,0.1,231.4,284.5,0.1,0.1,0.0,273.8,0.1,357.4,221.3,0.1,173.9,0.0,348.2,0.1,0.1,0.1,259.6,228.3,263.9,0.1,0.1,257.7,347.0,0.1,0.0,241.8,216.9,0.1,239.2,335.8,291.5,0.1,0.1,198.3,0.1,0.1,0.5,2063.7,2466.3,0.5,0.5,2114.3,261.0,261.1,221.1,357.1,2169.3,228.3,281.1,250.3,309.4,330.5,404.9,278.7,293.4,2552.0,337.0,329.8,286.1,291.6,367.6,294.1,278.5,334.2,2367.6,288.9,233.4,263.7,307.2
2025-01-20 11:02:03,124.7,0.0,0.0,124.7,0.1,20.3,0.1,12.4,0.1,11.2,0.1,22.9,12.1,0.0,0.1,8.3,8.0,0.0,23.3,22.9,0.0,0.0,0.1,12.8,0.1,8.8,9.9,0.1,124.7,0.0,7.5,0.1,0.0,0.1,25.9,8.2,6.4,0.1,0.1,27.0,17.8,0.1,0.1,26.1,10.4,0.1,19.8,10.6,5.9,0.1,0.1,8.5,0.1,0.1,0.5,188.2,92.5,0.5,0.5,66.1,31.9,47.7,38.4,32.6,306.3,34.1,48.2,34.1,39.1,23.3,13.2,31.5,28.6,182.4,18.8,17.1,33.0,17.0,5.1,8.3,2.4,4.0,41.0,4.0,2.9,4.8,9.6
2025-01-20 11:02:33,246.1,0.0,0.0,246.1,0.1,142.4,0.1,105.1,0.1,198.0,0.0,99.5,110.6,0.1,0.1,106.0,127.6,0.1,173.2,124.4,0.1,0.1,0.1,107.3,0.0,143.6,173.3,0.1,246.1,0.0,141.4,0.1,0.1,0.1,129.2,120.4,142.6,0.1,0.1,78.8,125.2,0.1,0.1,116.6,125.2,0.1,160.6,112.5,125.8,0.0,0.1,143.0,0.1,0.0,0.5,1024.5,912.4,0.5,0.5,1195.4,110.0,150.4,162.1,125.9,1117.8,137.0,144.4,143.9,144.0,88.8,106.7,117.9,136.9,884.3,100.2,113.8,69.7,150.4,144.9,130.2,115.1,137.1,1041.1,161.4,140.5,115.8,96.0
2025-01-20 11:03:03,169.9,0.0,0.0,169.9,0.1,24.5,0.1,19.4,0.1,32.4,0.1,20.0,15.2,0.1,0.0,25.4,50.2,0.1,33.0,25.7,0.1,0.1,0.1,14.9,0.1,22.4,30.9,0.0,169.9,0.0,26.7,0.0,0.1,0.1,24.9,17.5,28.6,0.1,0.1,13.7,34.5,0.1,0.1,24.6,15.0,0.1,14.5,23.7,21.1,0.1,0.1,20.1,0.0,0.1,0.5,180.8,165.6,0.5,0.5,232.4,7.7,3.2,7.7,2.9,49.4,8.2,6.9,9.0,3.7,40.7,13.1,21.3,20.0,187.7,19.2,26.9,28.5,17.9,11.4,12.6,9.1,9.1,91.4,13.8,10.9,15.4,9.0
2025-01-20 11:03:33,170.3,0.0,0.0,170.3,0.1,22.5,0.1,29.2,0.1,10.7,0.1,22.5,16.1,0.1,0.1,18.3,12.3,0.1,23.9,23.8,0.1,0.1,0.1,20.4,0.1,6.7,10.1,0.1,170.3,0.0,5.9,0.1,0.1,0.1,23.6,28.1,10.4,0.0,0.1,26.8,16.6,0.1,0.1,27.3,16.1,0.1,47.6,18.9,7.7,0.1,0.1,11.2,0.1,0.1,0.5,218.0,163.7,0.5,0.5,74.9,9.9,10.7,14.9,11.2,101.0,20.5,6.1,17.6,10.1,24.4,22.2,31.4,24.0,236.9,30.7,30.3,45.9,28.0,57.3,52.0,26.6,43.9,337.8,20.3,41.3,46.4,49.9
2025-01-20 11:04:03,172.6,0.0,0.0,172.6,0.1,19.2,0.1,24.8,0.1,5.1,0.1,25.4,34.4,0.1,0.1,24.1,5.6,0.1,24.4,21.7,0.1,0.1,0.1,34.7,0.1,10.9,5.3,0.1,172.6,0.0,5.3,0.1,0.1,0.1,16.1,23.8,5.3,0.1,0.0,26.1,30.7,0.1,0.1,17.8,28.7,0.1,17.2,32.7,13.3,0.1,0.0,10.7,0.1,0.1,0.5,167.9,234.0,0.5,0.5,61.6,21.3,20.4,20.0,20.8,167.7,30.1,17.4,19.8,17.9,16.1,7.5,11.7,9.9,84.8,11.4,12.9,6.5,8.8,5.6,4.8,4.5,5.3,44.2,5.3,5.6,6.7,6.4
