Disk Read KB/s his02,sda,sda1,sda2,sda3,sdf,sdg,sde,sdh,sdj,sdi,sdk,sdm,sdn,sdl,sdp,sdd,sdo,sdb,sdc,sdr,sdq,sdu,sdx,sds,sdv,sdt,sdw,sdy,dm-0,dm-1,sdz,sdaa,sdab,sdac,sdad,sdae,sdaf,sdag,sdah,sdai,sdaj,sdak,sdal,sdam,sdan,sdao,sdap,sdaq,sdar,sdas,sdat,sdau,sdav,sdaw,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,sdax,sday,sdaz,sdba,dm-8,sdbb,sdbc,sdbd,sdbe,sdbf,sdbg,sdbh,sdbi,dm-9,sdbj,sdbk,sdbl,sdbm,sdbn,sdbo,sdbp,sdbq,dm-10,sdbr,sdbs,sdbt,sdbu
2025-01-20 10:23:03,0.0,0.0,0.0,0.0,0.1,11387.9,0.1,10882.8,0.1,11238.5,0.1,11318.1,10871.9,0.1,0.1,10709.2,11178.2,0.1,11233.8,11170.2,0.1,0.1,0.1,10736.2,0.1,11117.3,11160.6,0.1,0.0,0.0,11049.0,0.1,0.1,0.1,11433.5,10854.3,11166.2,0.1,0.1,11316.2,10779.0,0.1,0.1,11130.2,10747.4,0.1,11264.1,10830.9,11278.6,0.1,0.1,11188.2,0.1,0.1,1.0,90245.5,86411.6,1.0,1.0,89409.3,11078.3,11008.6,11155.3,11256.9,89046.3,11152.9,11140.4,11125.5,11128.4,10519.5,10590.9,10641.0,10564.8,84596.8,10493.6,10582.9,10674.1,10529.9,11365.3,11149.2,11092.5,11315.5,89759.4,10968.5,11260.9,11445.3,11162.3
2025-01-20 10:23:33,0.0,0.0,0.0,0.0,0.1,11962.9,0.1,11416.4,0.1,11789.6,0.1,11695.0,11449.5,0.1,0.1,11272.5,11605.7,0.1,11948.8,11686.1,0.1,0.1,0.1,11339.2,0.1,11482.0,11678.3,0.1,0.0,0.0,11509.6,0.1,0.1,0.1,11848.6,11385.4,11528.8,0.1,0.1,11723.9,11379.1,0.1,0.1,11761.0,11322.8,0.1,11886.3,11345.0,11773.8,0.1,0.1,11770.7,0.2,0.1,1.0,94495.6,90909.9,1.0,1.0,93103.9,11723.6,11667.3,11683.0,11732.2,93603.5,11707.3,11528.3,11731.8,11830.0,10958.6,11075.6,11256.8,11145.9,88884.6,10966.0,10996.1,11261.7,11223.9,11904.4,11726.9,11699.4,11829.0,94346.3,11681.1,11672.8,11930.8,11893.5
2025-01-20 10:24:03,0.0,0.0,0.0,0.0,0.1,10144.8,0.1,9708.7,0.1,9918.8,0.1,10149.6,9758.0,0.1,0.1,9747.6,9835.2,0.1,10111.3,10146.8,0.1,0.1,0.1,9826.5,0.2,10029.3,10089.0,0.1,0.0,0.0,9844.6,0.1,0.1,0.1,10230.1,9865.9,10007.7,0.1,0.1,10050.8,9787.1,0.1,0.1,10002.4,9652.7,0.1,10200.2,9739.1,10058.4,0.1,0.1,9964.9,0.1,0.1,1.0,81036.0,78085.6,1.1,1.0,79785.7,10042.5,10007.8,9979.9,10028.9,80149.8,10015.6,10067.3,9993.5,10014.4,9486.4,9619.6,9568.1,9427.0,76228.2,9528.9,9524.6,9528.7,9544.8,10081.6,10070.4,10197.5,10222.8,81197.2,10034.9,10105.5,10291.6,10201.5
2025-01-20 10:24:33,0.0,0.0,0.0,0.0,0.1,15367.5,0.1,15064.1,0.1,15114.2,0.1,15281.3,15197.8,0.1,0.1,14990.1,15123.3,0.1,15350.9,15314.9,0.1,0.1,0.1,15097.0,0.1,15305.3,15334.9,0.1,0.0,0.0,14959.1,0.1,0.1,0.1,15444.2,15126.6,15163.5,0.1,0.1,15136.5,14991.4,0.1,0.1,15201.1,15060.4,0.1,15502.8,15094.5,15463.3,0.1,0.1,15249.3,0.1,0.1,1.0,122603.1,120621.8,1.0,1.0,121675.0,15367.1,15336.4,15414.1,15460.4,123176.8,15463.8,15322.8,15322.9,15480.8,14535.4,14655.0,14831.5,14723.7,117417.9,14543.6,14613.8,14804.5,14710.2,15595.7,15245.8,15251.9,15496.8,123179.1,15172.3,15303.1,15639.9,15473.7
2025-01-20 10:25:03,0.0,0.0,0.0,0.0,0.1,11785.0,0.1,11404.7,0.1,11316.7,0.1,11477.5,11181.3,0.1,0.1,11284.7,11121.1,0.1,11781.1,11519.2,0.1,0.1,0.1,11059.5,0.1,11249.8,11432.6,0.1,0.0,0.0,11232.5,0.1,0.1,0.1,11619.7,11345.2,11171.2,0.1,0.1,11719.7,11159.2,0.1,0.1,11527.8,11174.1,0.1,11630.5,11242.9,11407.9,0.1,0.1,11298.3,0.1,0.1,1.0,93058.6,89851.5,1.0,1.0,90255.6,11345.5,11401.9,11413.2,11508.2,91293.5,11418.8,11313.1,11458.8,11442.4,10689.7,10793.9,10889.4,10843.1,86459.6,10800.1,10754.5,10826.3,10871.2,11426.5,11238.1,11238.1,11421.2,90653.0,11281.1,11339.2,11396.0,11312.8
2025-01-20 10:25:33,0.0,0.0,0.0,0.0,0.2,13232.5,0.2,12674.7,0.2,13190.5,0.2,13159.0,12791.9,0.2,0.2,12696.7,13012.2,8.7,13395.1,13267.0,0.2,0.2,0.2,12641.5,8.7,12841.1,13009.0,0.2,0.0,0.0,12954.9,0.7,0.2,0.2,13347.6,12793.7,12892.3,0.2,0.2,13134.3,12625.4,8.7,0.2,13275.2,12759.1,0.2,13280.1,12606.0,13083.9,0.2,0.7,13098.0,0.7,0.2,10.6,106088.9,101589.1,10.6,10.6,104107.5,13209.8,12853.0,12984.6,13154.4,104501.1,13045.4,13037.4,13062.5,13154.1,12274.4,12540.9,12497.9,12404.7,99374.6,12356.0,12417.6,12483.0,12391.5,13330.2,13170.0,13293.7,13160.6,105887.0,13108.6,13287.8,13350.7,13185.4
2025-01-20 10:26:03,0.0,0.0,0.0,0.0,0.1,11263.2,0.1,10810.7,0.1,11132.6,0.1,11155.9,10827.3,0.1,0.1,10894.4,11071.8,0.1,11331.3,11203.4,0.1,0.1,0.2,10910.4,0.1,11103.6,11173.1,0.1,0.0,0.0,10962.0,0.1,0.1,0.1,11285.9,10887.0,11068.1,0.1,0.1,11272.6,10903.9,0.1,0.1,11182.1,10818.2,0.1,11187.7,10814.9,11201.4,0.1,0.1,11153.4,0.1,0.1,1.0,89882.1,86866.8,1.0,1.0,88816.8,11183.8,11154.6,11245.1,11279.4,89708.4,11200.2,11191.7,11235.4,11218.1,10442.4,10666.0,10680.9,10449.8,84470.3,10410.4,10458.9,10691.6,10670.3,11259.6,11184.8,11304.5,11342.1,90253.2,11202.6,11297.3,11406.9,11255.4
2025-01-20 10:26:33,0.0,0.0,0.0,0.0,0.1,10269.7,0.1,9993.0,0.1,10347.8,0.2,10174.9,9990.4,0.1,0.1,9822.9,10273.0,0.1,10515.2,10446.5,0.1,0.1,0.1,9806.2,0.1,10098.0,10203.7,0.1,0.0,0.0,10260.0,0.1,0.1,0.1,10471.7,9998.5,10271.2,0.1,0.1,10420.4,9920.9,0.1,0.1,10200.9,9806.8,0.1,10336.1,9914.0,10200.7,0.1,0.1,10187.3,0.1,0.1,1.1,82837.3,79252.6,1.0,1.0,81839.9,10310.0,10320.9,10336.3,10387.2,82640.0,10438.6,10106.4,10197.2,10543.3,9729.4,9683.8,9768.9,9772.5,77908.2,9657.1,9758.7,9816.9,9721.0,10257.7,10170.4,10301.2,10369.9,82187.3,10129.1,10388.5,10397.7,10172.8
2025-01-20 10:27:03,0.0,0.0,0.0,0.0,0.1,11130.2,0.1,10963.0,0.1,11165.7,0.1,11202.6,10918.5,0.1,0.1,10778.3,11168.0,0.1,11369.5,11425.0,0.1,0.1,0.1,10745.5,0.1,11231.8,11203.0,0.1,0.0,0.0,11001.5,0.1,0.1,0.1,11329.0,10833.2,11140.9,0.1,0.1,11379.2,10879.7,0.1,0.1,11277.1,10825.0,0.1,11221.9,10821.9,11360.4,0.1,0.1,11236.8,0.1,0.1,1.0,90332.7,86768.8,1.0,1.0,89533.7,11063.2,11048.8,11070.4,11094.0,88577.1,11064.7,10946.4,11089.6,11200.1,10569.2,10616.3,10666.7,10665.8,85040.9,10634.4,10653.5,10603.9,10631.0,11240.2,11277.0,11294.0,11246.9,90170.9,11051.5,11390.5,11505.1,11165.6
2025-01-20 10:27:33,0.0,0.0,0.0,0.0,0.1,10996.1,0.1,10428.5,0.1,10695.5,0.1,10979.3,10512.1,0.1,0.1,10390.9,10652.6,0.1,10951.2,10900.6,0.1,0.1,0.1,10474.3,0.1,10757.8,10782.4,0.1,0.0,0.0,10670.5,0.1,0.1,0.1,10966.2,10501.7,10734.6,0.1,0.1,10976.8,10496.7,0.1,0.1,10924.3,10423.1,0.1,10916.8,10392.5,10756.6,0.1,0.1,10658.2,0.1,0.1,1.0,87611.3,83616.0,1.0,1.0,85682.7,10927.5,10804.8,10851.4,10980.2,87125.2,11030.4,10682.2,10769.5,11079.2,10189.9,10240.7,10139.1,10134.5,81447.8,10225.8,10200.7,10193.6,10123.4,10767.4,10796.8,10996.5,10961.2,87073.9,10787.7,11069.2,10982.8,10712.2
2025-01-20 10:28:03,0.0,0.0,0.0,0.0,0.1,11362.0,0.1,11016.2,0.1,11373.9,0.1,11425.2,10972.7,0.1,0.1,11020.2,11326.0,0.1,11364.3,11470.5,0.1,0.1,0.1,10998.2,0.1,11332.4,11414.5,0.1,0.0,0.0,11217.5,0.1,0.1,0.1,11475.6,11171.7,11381.9,0.1,0.1,11279.9,10982.2,0.1,0.1,11306.8,10845.5,0.1,11529.9,11031.1,11458.2,0.1,0.1,11365.4,0.1,0.1,1.0,91214.2,88037.8,1.0,1.0,90871.6,11396.5,11278.9,11264.6,11374.1,90636.5,11417.3,11195.3,11252.8,11457.1,10851.6,10873.5,10790.7,10782.8,86538.3,10642.9,10766.2,10969.8,10859.0,11558.3,11511.5,11383.1,11420.2,91750.3,11346.0,11599.8,11581.6,11349.8
2025-01-20 10:28:33,0.0,0.0,0.0,0.0,0.1,15006.6,0.1,14872.7,0.1,14900.7,0.1,15129.2,14917.4,0.1,0.1,14778.3,14859.4,0.1,15072.1,15152.3,0.1,0.1,0.1,14859.4,0.1,14929.7,14953.7,0.1,0.0,0.0,14833.5,0.1,0.1,0.1,15271.5,14931.8,14960.9,0.1,0.1,15073.0,14886.4,0.1,0.1,14940.6,14793.8,0.1,15118.1,14834.5,14959.0,0.1,0.1,14826.3,0.1,0.1,1.0,120763.2,118908.4,1.0,1.0,119223.3,15248.8,15127.2,15105.2,15229.7,121425.3,15232.2,15173.7,15130.8,15177.7,14283.7,14351.2,14594.2,14480.9,115350.6,14299.8,14252.8,14527.3,14562.5,15277.5,14958.2,14989.4,15266.4,120979.4,15044.6,15039.5,15201.9,15201.9
2025-01-20 10:29:03,0.0,0.0,0.0,0.0,0.1,11210.8,0.1,10784.8,0.1,11200.4,0.1,11228.6,10694.7,0.1,0.1,10756.5,10987.7,0.1,11144.9,11184.9,0.1,0.1,0.1,10671.4,0.1,10954.4,11188.1,0.1,0.0,0.0,10958.3,0.1,0.1,0.1,11319.5,10817.9,10973.7,0.1,0.1,11236.6,10763.4,0.1,0.1,11079.6,10637.6,0.1,11144.1,10689.2,11168.8,0.1,0.1,11186.8,0.1,0.1,1.0,89549.1,85781.4,1.0,1.0,88616.3,11065.6,10937.0,11038.8,11194.0,88502.3,10984.6,10960.8,11156.4,11167.0,10582.6,10481.6,10440.1,10499.4,84016.6,10433.1,10510.9,10581.0,10487.8,11219.6,11014.1,11120.7,11323.8,89345.8,11080.2,11219.0,11263.5,11105.0
2025-01-20 10:29:33,0.0,0.0,0.0,0.0,0.1,11216.7,0.1,10795.1,0.1,11070.1,0.1,11127.7,10849.4,0.1,0.1,10714.3,10990.7,0.1,11182.8,11080.0,0.1,0.1,0.1,10734.2,0.1,10998.9,11063.2,0.1,0.0,0.0,10910.2,0.1,0.1,0.1,11143.7,10804.2,11034.1,0.1,0.1,11130.1,10827.8,0.1,0.1,11143.7,10747.0,0.1,11185.2,10731.4,11141.3,0.1,0.1,11043.4,0.1,0.1,1.0,89213.5,86203.6,1.0,1.0,88251.9,11107.3,11031.7,11045.5,11151.5,88672.2,11080.4,10947.5,11078.1,11228.1,10401.8,10570.5,10602.4,10447.5,84105.6,10507.6,10627.3,10533.7,10414.9,11208.7,11115.9,11187.1,11253.1,89536.9,11076.9,11195.2,11314.0,11185.9
2025-01-20 10:30:03,0.0,0.0,0.0,0.0,0.1,11267.1,0.1,10894.2,0.1,11237.2,0.1,11150.4,10904.3,0.1,0.1,10794.1,11182.9,0.1,11373.1,11308.5,0.1,0.1,0.1,10816.2,0.1,11027.4,11095.7,0.1,0.0,0.0,11013.1,0.1,0.1,0.1,11401.1,10885.7,11102.0,0.1,0.1,11161.8,10744.0,0.1,0.1,11187.5,10830.4,0.1,11389.0,10959.7,11257.8,0.1,0.1,11162.0,0.1,0.1,1.0,90236.6,86828.6,1.0,1.0,89079.3,11153.2,11212.0,11228.6,11190.0,89582.3,11171.6,11131.9,11227.0,11268.1,10549.4,10521.7,10585.6,10614.0,84513.8,10524.7,10565.4,10564.0,10589.0,11283.4,11325.2,11213.0,11190.6,90027.4,11147.2,11266.3,11381.2,11229.0
2025-01-20 10:30:33,0.0,0.0,0.0,0.0,0.2,10378.3,0.2,9885.9,0.2,10391.1,0.2,10519.5,9962.1,8.7,8.7,9929.1,10173.9,0.7,10371.6,10516.7,0.2,0.7,0.2,10017.5,0.2,10192.3,10410.8,0.2,0.0,0.0,10240.7,0.2,0.2,0.2,10485.8,9979.4,10163.6,0.2,0.2,10452.2,10071.1,8.7,0.7,10381.1,9932.8,0.2,10424.4,9836.6,10358.7,0.2,0.2,10429.7,0.2,0.2,10.6,83527.7,79640.1,10.6,10.6,82359.7,10345.8,10337.3,10433.8,10426.1,83073.4,10317.1,10505.0,10463.1,10245.2,9792.4,9858.6,9902.0,9865.9,78791.1,9660.2,9833.6,10007.2,9871.1,10452.5,10478.4,10337.9,10323.3,83143.9,10369.9,10474.1,10407.7,10291.5
2025-01-20 10:31:03,0.0,0.0,0.0,0.0,0.1,11086.5,0.1,10788.4,0.1,11158.1,0.1,11180.3,10899.3,0.1,0.1,10757.5,11188.6,0.1,11341.6,11434.6,0.1,0.1,0.1,10839.1,0.1,11217.0,11190.4,0.1,0.0,0.0,11015.9,0.1,0.1,0.1,11400.8,10945.0,11259.9,0.1,0.1,11239.3,10761.7,0.1,0.1,11133.1,10738.4,0.2,11284.0,10924.6,11366.9,0.1,0.1,11126.2,0.1,0.1,1.0,90102.1,86637.0,1.0,1.0,89574.2,11104.5,11078.2,11100.2,11149.8,88890.2,11097.3,11042.0,11138.9,11179.4,10509.9,10624.0,10710.4,10587.8,84847.4,10468.1,10618.5,10747.4,10581.4,11261.3,11169.4,11239.9,11360.6,90005.4,11101.8,11343.6,11434.1,11094.6
2025-01-20 10:31:33,0.0,0.0,0.0,0.0,0.1,11403.3,0.1,10973.9,0.1,11166.0,0.1,11298.0,10849.7,0.1,0.1,10790.8,11064.3,0.1,11289.1,11216.2,0.1,0.1,0.1,10729.8,0.1,11080.0,11271.3,0.1,0.0,0.0,10950.7,0.1,0.1,0.1,11370.0,10787.9,11170.7,0.2,0.2,11280.2,10946.8,0.1,0.1,11210.5,10884.8,0.1,11315.7,10738.6,11314.4,0.1,0.1,11118.9,0.1,0.1,1.1,90432.2,86693.8,1.0,1.0,89085.2,11169.0,11180.0,11209.4,11195.5,89543.5,11134.1,11091.1,11225.1,11339.2,10494.2,10641.6,10724.0,10551.9,84844.7,10570.6,10681.0,10635.9,10545.6,11283.5,11140.8,11152.3,11354.6,89796.8,11193.9,11087.1,11247.2,11337.4
2025-01-20 10:32:03,7.7,0.0,0.0,7.7,0.1,11377.0,0.1,10866.9,0.1,11224.6,0.1,11165.6,10992.4,0.1,0.1,10749.4,10977.5,0.1,11427.5,11245.9,0.1,0.1,0.1,10932.5,0.1,10958.9,11209.7,0.1,7.7,0.0,11012.7,0.2,0.1,0.1,11397.2,11042.5,11064.9,0.1,0.1,11336.5,10759.0,0.1,0.1,11205.4,10751.0,0.1,11246.4,11015.4,11141.2,0.1,0.1,11130.0,0.1,0.1,1.0,90401.3,87109.0,1.0,1.0,88719.4,11184.6,11148.4,11276.4,11302.4,89841.9,11266.2,11102.0,11210.1,11351.7,10516.4,10647.7,10708.7,10550.9,84867.2,10490.1,10534.8,10728.6,10690.0,11473.1,11395.3,11310.4,11313.5,90980.4,11385.8,11438.6,11346.0,11317.7
2025-01-20 10:32:33,0.0,0.0,0.0,0.0,0.1,11180.6,0.1,10764.8,0.1,11173.9,0.1,11215.5,10940.1,0.1,0.1,10650.7,11082.3,0.1,11196.3,11265.1,0.1,0.1,0.1,10827.7,0.1,11018.9,11098.6,0.1,0.0,0.0,11026.0,0.1,0.1,0.1,11267.5,10814.1,11138.1,0.1,0.1,11269.3,10747.4,0.1,0.1,11137.1,10811.4,0.1,11151.8,10842.3,11163.0,0.1,0.1,11023.8,0.1,0.1,1.0,89632.0,86399.1,1.0,1.0,88724.7,11286.3,11204.4,11228.4,11279.1,89934.4,11175.3,11090.6,11310.1,11360.1,10562.2,10575.2,10642.5,10646.3,84829.3,10484.6,10394.4,10723.9,10808.7,11475.2,11036.5,10983.7,11450.1,89831.9,11023.5,11014.7,11406.5,11441.7
2025-01-20 10:33:03,0.0,0.0,0.0,0.0,0.1,10984.7,0.1,10525.5,0.1,10837.1,0.1,10867.5,10574.1,0.1,0.1,10543.9,10781.6,0.1,11142.5,11080.2,0.1,0.1,0.1,10545.4,0.1,10822.2,10934.6,0.1,0.0,0.0,10626.8,0.2,0.1,0.1,11058.6,10652.3,10826.7,0.1,0.1,10857.1,10486.0,0.1,0.1,10952.5,10448.4,0.1,11136.7,10634.3,11068.7,0.1,0.1,10838.7,0.1,0.1,1.0,88079.7,84428.2,1.0,1.0,86770.5,10843.7,10839.3,10823.9,10808.3,86626.2,10814.7,10757.5,10812.2,10926.7,10206.0,10318.5,10454.9,10343.5,82615.4,10285.5,10287.5,10365.4,10345.5,11104.3,11006.4,10953.0,10993.0,88067.7,10841.6,10990.7,11202.5,10976.3
2025-01-20 10:33:33,0.0,0.0,0.0,0.0,0.1,11254.1,0.1,10791.5,0.1,11294.1,0.1,11097.7,10800.9,0.1,0.1,10913.8,11182.4,0.1,11422.2,11247.2,0.1,0.1,0.1,10936.6,0.1,11049.7,11182.6,0.1,0.0,0.0,10956.9,0.1,0.1,0.1,11321.9,10922.5,11166.2,0.1,0.2,11245.6,10842.9,0.1,0.1,11194.3,10845.2,0.1,11248.6,10890.7,11392.7,0.1,0.1,11152.5,0.1,0.1,1.0,90031.8,86925.2,1.0,1.0,89344.9,11068.2,11239.7,11290.3,11149.4,89533.7,11230.8,10950.3,11191.9,11413.2,10650.9,10652.4,10507.7,10513.5,84720.5,10560.4,10566.6,10628.1,10640.9,11390.2,11314.8,11194.7,11288.7,90373.5,11378.8,11318.5,11237.3,11250.5
2025-01-20 10:34:03,0.0,0.0,0.0,0.0,0.1,11666.5,0.1,11263.1,0.1,11483.3,0.1,11628.7,11241.5,0.1,0.1,11133.3,11359.3,0.1,11634.3,11572.0,0.1,0.1,0.1,11122.6,0.1,11382.6,11488.1,0.1,0.0,0.0,11302.2,0.2,0.1,0.2,11715.6,11214.6,11292.4,0.1,0.1,11647.4,11207.7,0.1,0.1,11520.3,11168.8,0.1,11579.3,11176.2,11556.6,0.1,0.1,11564.6,0.1,0.1,1.0,92964.1,89527.8,1.0,1.0,91427.2,11539.5,11582.3,11744.7,11666.4,93047.3,11651.5,11464.9,11596.5,11801.5,10868.4,10891.6,11032.1,10996.0,87576.5,10835.4,10993.9,11071.7,10887.6,11732.3,11733.0,11642.8,11621.8,93433.6,11521.6,11726.0,11831.5,11624.4
2025-01-20 10:34:33,0.0,0.0,0.0,0.0,0.1,11133.8,0.1,10782.7,0.1,11209.9,0.1,11125.4,10832.0,0.1,0.1,10750.4,11072.9,0.1,11245.0,11235.4,0.1,0.1,0.1,10802.7,0.1,11044.7,11204.3,0.1,0.0,0.0,11135.0,0.1,0.1,0.1,11273.1,10820.5,11097.3,0.1,0.2,11085.2,10752.8,0.1,0.1,11106.4,10765.4,0.1,11287.0,10801.9,11187.1,0.1,0.1,11185.0,0.1,0.1,1.0,89491.5,86329.2,1.0,1.0,89136.2,11325.9,11168.2,11090.0,11250.7,89661.6,11243.8,11122.2,11140.6,11320.2,10642.1,10596.2,10562.4,10608.9,84781.3,10465.6,10710.9,10722.1,10473.2,11194.1,11191.0,11342.0,11367.0,90189.6,11110.3,11405.3,11437.6,11142.2
2025-01-20 10:35:03,0.0,0.0,0.0,0.0,0.1,11381.4,0.1,10809.7,0.1,11311.3,0.1,11333.1,10899.5,0.1,0.1,10833.9,11216.7,0.1,11343.3,11316.3,0.1,0.1,0.1,10928.8,0.1,11120.4,11221.7,0.1,0.0,0.0,11204.6,0.1,0.1,0.1,11382.2,10997.3,11165.9,0.1,0.1,11394.7,10846.7,0.1,0.1,11310.7,10722.0,0.1,11308.1,10876.0,11266.9,0.1,0.1,11281.6,0.1,0.1,1.0,90773.6,86893.0,1.0,1.0,89840.3,11223.7,11111.8,11135.7,11230.2,89417.5,11160.0,11016.4,11185.6,11354.1,10710.1,10650.5,10609.2,10687.6,85341.9,10589.0,10682.9,10740.9,10671.9,11404.4,10974.3,11148.6,11536.7,90078.7,10923.4,11163.6,11565.3,11363.0
2025-01-20 10:35:33,0.0,0.0,0.0,0.0,8.7,11045.1,0.2,10643.4,0.2,11040.6,0.2,11002.8,10654.2,0.2,0.2,10641.3,10703.4,8.7,11180.3,11142.5,0.2,0.7,0.2,10588.0,0.2,10656.0,11012.1,0.2,0.0,0.0,10722.9,0.7,8.7,0.7,11093.2,10651.4,10763.9,0.2,0.2,11096.1,10639.1,0.2,0.2,11080.3,10649.4,0.2,11091.2,10628.6,10988.6,0.2,0.2,10939.7,0.2,0.2,10.6,88727.9,85146.7,10.7,10.6,86776.0,11011.8,10855.4,10811.7,10966.3,87340.7,10953.1,10858.8,10898.1,10985.6,10353.9,10450.7,10446.4,10318.6,83161.1,10445.0,10371.9,10380.2,10394.3,10989.6,10903.1,11101.0,11227.0,88449.5,10940.5,11017.5,11216.3,11054.0
2025-01-20 10:36:03,0.0,0.0,0.0,0.0,0.1,11154.2,0.1,10655.2,0.1,11132.4,0.1,11152.6,10828.0,0.1,0.1,10742.6,11019.1,0.1,11176.4,11151.6,0.1,0.1,0.1,10903.3,0.1,10944.9,11083.1,0.1,0.0,0.0,10929.3,0.1,0.1,0.1,11247.0,10746.9,11119.1,0.1,0.1,11078.0,10698.8,0.1,0.1,11071.1,10807.3,0.1,11236.1,10844.2,11185.7,0.1,0.1,10954.9,0.1,0.1,1.0,89266.9,86187.3,1.0,1.0,88368.3,11130.1,10976.5,11033.3,11192.2,88643.2,11136.2,10981.1,10998.7,11195.1,10294.0,10597.0,10660.4,10359.8,83806.1,10496.1,10601.9,10427.4,10369.5,11153.6,11183.3,11211.0,11176.9,89483.5,11044.9,11139.3,11329.1,11245.4
2025-01-20 10:36:33,0.0,0.0,0.0,0.0,0.1,11381.9,0.1,10851.5,0.1,11351.9,0.1,11348.8,10866.4,0.1,0.1,10945.0,11291.5,0.1,11333.9,11268.4,0.1,0.1,0.1,10943.1,0.1,11006.4,11094.2,0.1,0.0,0.0,11059.4,0.1,0.1,0.1,11330.8,11008.2,11253.3,0.1,0.2,11301.0,10838.7,0.1,0.1,11288.4,10840.9,0.1,11375.4,10966.2,11290.3,0.1,0.1,11159.0,0.1,0.2,1.1,90628.7,87247.7,1.0,1.0,89540.0,11360.7,11152.3,11278.6,11483.6,90533.7,11289.3,11211.0,11355.4,11402.7,10677.4,10826.5,10705.4,10536.9,85464.2,10644.6,10736.6,10691.2,10645.5,11392.1,11272.6,11295.6,11378.5,90733.4,11302.9,11339.4,11394.9,11357.4
2025-01-20 10:37:03,0.0,0.0,0.0,0.0,0.1,10127.4,0.1,9715.6,0.1,10145.1,0.1,10147.9,9818.2,0.1,0.1,9514.4,10141.9,0.1,9988.7,10012.3,0.1,0.1,0.1,9640.5,0.1,10196.2,10236.7,0.1,0.0,0.0,9897.1,0.1,0.1,0.1,10063.1,9763.1,10175.8,0.1,0.1,10031.6,9661.8,0.1,0.2,10019.3,9568.5,0.1,10142.4,9676.7,10443.0,0.1,0.1,10147.6,0.1,0.1,1.0,80532.8,77358.8,1.0,1.0,81350.4,10177.7,9964.5,10067.4,10291.2,81046.2,10188.9,10111.2,10074.6,10170.9,9525.3,9585.6,9690.6,9664.2,76942.3,9522.1,9642.7,9718.9,9593.1,10152.0,10174.3,9913.1,9979.5,80479.7,10116.8,10197.5,10004.6,9941.9
2025-01-20 10:37:33,0.0,0.0,0.0,0.0,0.1,11764.3,0.1,10969.2,0.1,11488.9,0.1,11600.5,11088.9,0.1,0.1,11174.4,11299.6,0.1,11802.9,11715.0,0.1,0.1,0.1,11304.8,0.1,11250.4,11414.9,0.1,0.0,0.0,11160.8,0.1,0.1,0.1,11782.4,11128.2,11344.7,0.1,0.2,11583.0,11163.6,0.1,0.1,11658.5,11134.7,0.1,11864.5,11129.3,11513.1,0.1,0.1,11366.8,0.1,0.2,1.0,93771.0,89110.2,1.0,1.0,90838.0,11400.3,11379.2,11491.8,11588.8,91745.4,11311.2,11384.4,11615.2,11572.7,10743.8,10850.3,10970.7,10825.9,86771.3,10893.8,10773.4,10808.9,10904.7,11785.1,11542.2,11571.4,11765.5,93341.9,11589.7,11563.8,11767.7,11756.6
2025-01-20 10:38:03,0.0,0.0,0.0,0.0,0.1,11354.0,0.1,10768.1,0.1,11165.5,0.1,11297.8,10962.9,0.1,0.1,10805.6,11110.0,0.1,11280.4,11172.7,0.1,0.1,0.1,11006.1,0.1,11065.8,11145.2,0.1,0.0,0.0,10949.3,0.1,0.1,0.1,11277.4,10893.6,11172.4,0.1,0.1,11264.8,10782.2,0.1,0.1,11270.9,10874.7,0.1,11332.5,10967.4,11336.8,0.1,0.1,11051.9,0.1,0.1,1.0,90250.5,87043.5,1.0,1.0,88996.9,11137.6,11000.9,11214.8,11324.2,89325.8,11217.6,11154.7,11105.9,11172.0,10572.1,10642.1,10687.0,10593.6,85031.1,10489.4,10527.6,10803.7,10707.0,11309.5,11178.4,11152.5,11286.6,89856.5,11053.0,11291.7,11424.6,11160.2
2025-01-20 10:38:33,0.0,0.0,0.0,0.0,0.1,11239.9,0.1,10807.0,0.1,11351.8,0.1,11190.0,10940.4,0.1,0.1,10840.2,11151.7,0.1,11305.0,11236.4,0.1,0.1,0.1,10987.6,0.1,10957.8,11152.0,0.1,0.0,0.0,10974.8,0.1,0.1,0.1,11347.8,10927.4,11054.8,0.1,0.1,11380.4,10800.4,0.1,0.1,11138.4,10812.1,0.1,11085.0,10994.5,11326.7,0.1,0.1,11228.5,0.1,0.1,1.0,89925.3,87109.6,1.0,1.0,89198.0,11226.7,11160.9,11245.7,11312.3,89897.5,11184.4,11182.9,11289.0,11295.7,10597.3,10579.2,10684.5,10694.3,85143.2,10609.6,10587.7,10696.9,10702.3,11296.6,11327.4,11342.0,11295.2,90509.6,11167.7,11379.6,11436.1,11265.0
